,product name,ratings,reviews,helpful,date,,asin,target,text
100,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",2,"

  We have been having an abnormal summer with temps in the 90's and high humidity.  I'm talking New England here, not Florida.Taking Turmeric Curcumin took care of the swelling in my hands within 3 days.  If it worked on my hands, I can just imagine the benefits to the rest of the inflammation in my body.Good stuff!

",5,"August 6, 2018",,B06X9T1Y3F,n,"

  We have been having an abnormal summer with temps in the 90's and high humidity.  I'm talking New England here, not Florida.Taking Turmeric Curcumin took care of the swelling in my hands within 3 days.  If it worked on my hands, I can just imagine the benefits to the rest of the inflammation in my body.Good stuff!

"
101,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I ordered this for a friend who has been experiencing numerous aches and pains all throughout their body including a bad toothache.  As crazy as it sounds, the effects of this turmeric were almost immediate, within a couple hours the pain was gone.  The theory was tested a few days later when no turmeric was taken that day and the pain come back, so after turmeric was taken within 2-3 hours, the pain dissipated again.  I have extreme aches and pain in my hands at times so I will be ordering for myself and trying.

",3,"January 28, 2019",,B06X9T1Y3F,n,"

  I ordered this for a friend who has been experiencing numerous aches and pains all throughout their body including a bad toothache.  As crazy as it sounds, the effects of this turmeric were almost immediate, within a couple hours the pain was gone.  The theory was tested a few days later when no turmeric was taken that day and the pain come back, so after turmeric was taken within 2-3 hours, the pain dissipated again.  I have extreme aches and pain in my hands at times so I will be ordering for myself and trying.

"
102,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",3,"

  This product does not come in a form that the body can really use. There are better brands out there. I've tried multiple brands, including this one, and having a fancy process doesn't make it better. I questioned the other positive reviews because they didn't seem quite right but I thought just maybe I'm  but I took a chance. I bought this brand so I could rotate this one with the one I usually use that's highly effective and has saffron, cardamom, curcumin, black pepper, cinnamon in it. Rotating on and off saffron is important because the body gets used to it. One week off, three on works well. I'm just going to stick with what I know works. This bottle was given away because I couldn't return it. I want to finish the bottle I have before opening this one and I guess it's time cost for a return option. The rating I gave has nothing to do with that though.

",2,"August 24, 2019",,B06X9T1Y3F,n,"

  This product does not come in a form that the body can really use. There are better brands out there. I've tried multiple brands, including this one, and having a fancy process doesn't make it better. I questioned the other positive reviews because they didn't seem quite right but I thought just maybe I'm  but I took a chance. I bought this brand so I could rotate this one with the one I usually use that's highly effective and has saffron, cardamom, curcumin, black pepper, cinnamon in it. Rotating on and off saffron is important because the body gets used to it. One week off, three on works well. I'm just going to stick with what I know works. This bottle was given away because I couldn't return it. I want to finish the bottle I have before opening this one and I guess it's time cost for a return option. The rating I gave has nothing to do with that though.

"
103,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I got this product because a powerlifting website I follow reviewed the use of turmeric for training, and mentioned its anti-inflammatory effects as good for recovery.  I was pleasantly surprised that one day after I started taking it my consistently gassy stomach improved and has remained non-gassy for two months now.  My shoulder pain (18 months and counting) disappeared, and I have reduced my bipolar meds and no longer need sleeping pills.  Live feels kinda Zen-like now.  Crazy but true.  So it worked for me and I will continue.  I imagine it worked as all my ailments are associated with inflammation to some degree or other.  Oh, and my powerlifting seems to have improved, I notice in particular reduced muscle soreness.  Also an inflammation-related issue.However, I gave some to my mother and she said they gave her nightmares and so she had to discontinue.My best advice?  We are all bio-chemical experiments of one.  Try it and if it works, continue.  If it doesn't, don't.  Not much downside and plenty of upside associated with this decision.

",4,"January 27, 2019",,B06X9T1Y3F,n,"

  I got this product because a powerlifting website I follow reviewed the use of turmeric for training, and mentioned its anti-inflammatory effects as good for recovery.  I was pleasantly surprised that one day after I started taking it my consistently gassy stomach improved and has remained non-gassy for two months now.  My shoulder pain (18 months and counting) disappeared, and I have reduced my bipolar meds and no longer need sleeping pills.  Live feels kinda Zen-like now.  Crazy but true.  So it worked for me and I will continue.  I imagine it worked as all my ailments are associated with inflammation to some degree or other.  Oh, and my powerlifting seems to have improved, I notice in particular reduced muscle soreness.  Also an inflammation-related issue.However, I gave some to my mother and she said they gave her nightmares and so she had to discontinue.My best advice?  We are all bio-chemical experiments of one.  Try it and if it works, continue.  If it doesn't, don't.  Not much downside and plenty of upside associated with this decision.

"
104,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I like this supplement but I will stop buying it because 1) the label on the container tells you how much to take but not how to take It; you have to dig into their ads to find out how much to take at a time…that can be dangerous for people who are not used to taking supplements and may take the three capsules at once…like al almost did.  2) If this supplement is supposed to be taking 3 capsules per day, it should pack and sold to you at least a month at a time...this and most supplements don’t work if only taking less than a month at a time. I order to get the benefit of this brand you have to keep buying them 2 bottles at a time…you can find another brand of great quality that will less you longer and cost you less for a month supply.

",2,"August 10, 2019",,B06X9T1Y3F,p,"

  I like this supplement but I will stop buying it because 1) the label on the container tells you how much to take but not how to take It; you have to dig into their ads to find out how much to take at a time…that can be dangerous for people who are not used to taking supplements and may take the three capsules at once…like al almost did.  2) If this supplement is supposed to be taking 3 capsules per day, it should pack and sold to you at least a month at a time...this and most supplements don’t work if only taking less than a month at a time. I order to get the benefit of this brand you have to keep buying them 2 bottles at a time…you can find another brand of great quality that will less you longer and cost you less for a month supply.

"
105,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Although the  turmeric does not eliminate  joint pain, it does significantly reduce the intensity of the aches and pains. Also, I found that along with my diet, exercise and daily supplement routine, there was a significant reduction in my A1C levels.. I went from 6.4  to 4.6 A1C.  I believe the daily addition of the turmeric was a contributing factor in the decrease of my A1C levels. Please note, It is not a miracle cure, but when combined with diet, exercise and other supplements, turmeric can be an asset in improving a person's quality of life.

",6,"August 14, 2018",,B06X9T1Y3F,p,"

  Although the  turmeric does not eliminate  joint pain, it does significantly reduce the intensity of the aches and pains. Also, I found that along with my diet, exercise and daily supplement routine, there was a significant reduction in my A1C levels.. I went from 6.4  to 4.6 A1C.  I believe the daily addition of the turmeric was a contributing factor in the decrease of my A1C levels. Please note, It is not a miracle cure, but when combined with diet, exercise and other supplements, turmeric can be an asset in improving a person's quality of life.

"
106,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  We started taking turmeric several months ago.  I started with a brand from Costco and then switched to these because the ones at Costco were outrageously expensive if you did not get them on sale.  I have been please.  My ankle tendonitis seems to be much less uncomfortable.  The doc says to keep taking them for overall health reasons.  They have a definite turmeric taste but just swig them down with water and there is no aftertaste.  They have black pepper which is supposed to help the turmeric work better.  The seller sent me a code for a discount after my first purchase so I give a thumbs up to their customer service.

",3,"December 22, 2018",,B06X9T1Y3F,n,"

  We started taking turmeric several months ago.  I started with a brand from Costco and then switched to these because the ones at Costco were outrageously expensive if you did not get them on sale.  I have been please.  My ankle tendonitis seems to be much less uncomfortable.  The doc says to keep taking them for overall health reasons.  They have a definite turmeric taste but just swig them down with water and there is no aftertaste.  They have black pepper which is supposed to help the turmeric work better.  The seller sent me a code for a discount after my first purchase so I give a thumbs up to their customer service.

"
107,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I had a trigger finger caused by arthritis. It hurt a lot. Also my bones hurt. In my hands, my joints and my hips. I didn’t think this would take away the pain but it did. So when my sister-in-law expressed she was having similar pain I sent her a bottle. She likes it also. I had told her I was taking it for 6 weeks when one day I realized I didn’t have the pain I was living in before I took turmeric circumcised. We are both very happy with this product.

",3,"July 13, 2019",,B06X9T1Y3F,p,"

  I had a trigger finger caused by arthritis. It hurt a lot. Also my bones hurt. In my hands, my joints and my hips. I didn’t think this would take away the pain but it did. So when my sister-in-law expressed she was having similar pain I sent her a bottle. She likes it also. I had told her I was taking it for 6 weeks when one day I realized I didn’t have the pain I was living in before I took turmeric circumcised. We are both very happy with this product.

"
108,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I purchased this product for my husband and he started taking it. He says he feels that this product is helping him very much so I ordered the product the second time and he is taking it.  He is very happy with the product, so much in fact that I am reordering this product the third time for him and I am getting a second bottle for my daughter who is having problems with her hands being inflamed and swollen.  This is a very good product and people who have problems with joints and inflammation in their joints should try it.  Both my husband and daughter have been diagnosed with Arthritis and inflammation in their joints and in my daughters case her hands.  This product brings some relief and my husband is happy with it.  Would recommend this product to others with problems with joints and inflammation.

",2,"February 27, 2019",,B06X9T1Y3F,n,"

  I purchased this product for my husband and he started taking it. He says he feels that this product is helping him very much so I ordered the product the second time and he is taking it.  He is very happy with the product, so much in fact that I am reordering this product the third time for him and I am getting a second bottle for my daughter who is having problems with her hands being inflamed and swollen.  This is a very good product and people who have problems with joints and inflammation in their joints should try it.  Both my husband and daughter have been diagnosed with Arthritis and inflammation in their joints and in my daughters case her hands.  This product brings some relief and my husband is happy with it.  Would recommend this product to others with problems with joints and inflammation.

"
109,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  This product was recommended to my 14 year old niece that has arthritis in her jaw which helped with her pain immediately...My sister then passed the information on to me.  I fell down the steps several years ago and literally cut the muscle on one side of my back side...and the doctor told me it would cause great pain as I age well I aged and the pain is great....The very first day I took this product I felt immediate relief and I was able to sleep all  night for the first time in a very long time.  I have since recommended it to several people and I hope they listen as this is an amazing product.  I'm serious if you want to find IMMEDIATE RELIEF this is the product to buy!!!!!!!

",3,"January 15, 2019",,B06X9T1Y3F,n,"

  This product was recommended to my 14 year old niece that has arthritis in her jaw which helped with her pain immediately...My sister then passed the information on to me.  I fell down the steps several years ago and literally cut the muscle on one side of my back side...and the doctor told me it would cause great pain as I age well I aged and the pain is great....The very first day I took this product I felt immediate relief and I was able to sleep all  night for the first time in a very long time.  I have since recommended it to several people and I hope they listen as this is an amazing product.  I'm serious if you want to find IMMEDIATE RELIEF this is the product to buy!!!!!!!

"
110,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I'm in my 60s, have lots of aches, pain and arthritis. My hands are the worst and of course I love to crochet and sew. Use to get steroid shots in left thumb and ended up with joint fusion, then joint replacement (which is actually joint removal) which made left thumb useless. When right thumb started getting bad I decided NO DR. I used all OTC methods I could find, then I heard about Turmeric and didn't think it would hurt. Been taking for a year or so, 2 in morning with rest of meds ( suggested 1 - 3x a day) I THOUGHT it was ""helping"". Well, I ran out yesterday, was awake at 4 am with the old pain back in thumb and new pain in my knee. Steroid shots I use to get would wear off after  6 months and always when I was trying to sleep. This felt the same way. I won't be without again.

",3,"February 19, 2019",,B06X9T1Y3F,n,"

  I'm in my 60s, have lots of aches, pain and arthritis. My hands are the worst and of course I love to crochet and sew. Use to get steroid shots in left thumb and ended up with joint fusion, then joint replacement (which is actually joint removal) which made left thumb useless. When right thumb started getting bad I decided NO DR. I used all OTC methods I could find, then I heard about Turmeric and didn't think it would hurt. Been taking for a year or so, 2 in morning with rest of meds ( suggested 1 - 3x a day) I THOUGHT it was ""helping"". Well, I ran out yesterday, was awake at 4 am with the old pain back in thumb and new pain in my knee. Steroid shots I use to get would wear off after  6 months and always when I was trying to sleep. This felt the same way. I won't be without again.

"
111,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Just received these.  They look the same as another brand that I had been using but decided to try these due to some reviews.  Cannot recommend. Don't know whether it's the bottle or the gel caps but the capsules have a very off-putting taste, unlike the other brand that I have purchased a couple of times.  Will take these, as I don't believe it is the curcumin inside of the capsule but something in the manufacturing process of the gel caps themselves.

",5,"November 21, 2018",,B06X9T1Y3F,p,"

  Just received these.  They look the same as another brand that I had been using but decided to try these due to some reviews.  Cannot recommend. Don't know whether it's the bottle or the gel caps but the capsules have a very off-putting taste, unlike the other brand that I have purchased a couple of times.  Will take these, as I don't believe it is the curcumin inside of the capsule but something in the manufacturing process of the gel caps themselves.

"
112,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Reply from SilverOnxy LLC and was told the following:""We contracted ABH Pharma in NY to create a Coconut Oil supplement for us last year, so Amazon has us listed as doing business with them. We do not currently sell any products that were manufactured by this company – all are now being made for us by a manufacturer in Utah.""Original Message:The parent company SilverOnxy LLC is listed on the affected products listing attached to an FDA Safety Recall Notice.  Company contact stated: ""This is an incorrect safety notification. Your product was NOT made by the manufacturer named in the notice, and is therefore not affected by the safety recall."", still waiting on an explanation on how their name showed up on the FDA Notice.

",1,"February 5, 2020",,B06X9T1Y3F,p,"

  Reply from SilverOnxy LLC and was told the following:""We contracted ABH Pharma in NY to create a Coconut Oil supplement for us last year, so Amazon has us listed as doing business with them. We do not currently sell any products that were manufactured by this company – all are now being made for us by a manufacturer in Utah.""Original Message:The parent company SilverOnxy LLC is listed on the affected products listing attached to an FDA Safety Recall Notice.  Company contact stated: ""This is an incorrect safety notification. Your product was NOT made by the manufacturer named in the notice, and is therefore not affected by the safety recall."", still waiting on an explanation on how their name showed up on the FDA Notice.

"
113,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  I bought this supplement having read so much about the benefits of Turmeric, but I didn't expect any dramatic results.  Couldn't have been more wrong! After less than a month of taking just one capsule a day, the ""achey-burny"" pain I'd started getting in my knees is completely gone, and I no longer feel stiff in the hips when I get up in the morning. I didn't do anything else different so it must be the turmeric that has had this effect. I am convinced, and will be sticking with this product for life.

",3,"April 7, 2019",,B06X9T1Y3F,n,"

  I bought this supplement having read so much about the benefits of Turmeric, but I didn't expect any dramatic results.  Couldn't have been more wrong! After less than a month of taking just one capsule a day, the ""achey-burny"" pain I'd started getting in my knees is completely gone, and I no longer feel stiff in the hips when I get up in the morning. I didn't do anything else different so it must be the turmeric that has had this effect. I am convinced, and will be sticking with this product for life.

"
114,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  Well its my first time taking a Tumeric supplement. I must admit I feel a bit less  sore or tight in my joints/knees, back, ,etc. I'm 50 and relatively active. I just always felt achy when I got up especially after sitting long periods of time.Not sure its the T. but again I must admit I started feeling less achy a week after taking it.I'm  slightly forgetful when it comes to pills. I don't take any pills thank god, so I forget to take all three of these some days. I take at lest two a day after meals , sometimes I get in all three.....Good Luck..  p.s. they're not stinky like some reviews mentioned and they are easy to swallow. I can't for the life of me understand people who can't take a pill. Water in mouth 1st, tip your head, and then drop the pill in. Swish it one time and swallow..  Just do it and stop being over dramatic..

",2,"June 6, 2019",,B06X9T1Y3F,p,"

  Well its my first time taking a Tumeric supplement. I must admit I feel a bit less  sore or tight in my joints/knees, back, ,etc. I'm 50 and relatively active. I just always felt achy when I got up especially after sitting long periods of time.Not sure its the T. but again I must admit I started feeling less achy a week after taking it.I'm  slightly forgetful when it comes to pills. I don't take any pills thank god, so I forget to take all three of these some days. I take at lest two a day after meals , sometimes I get in all three.....Good Luck..  p.s. they're not stinky like some reviews mentioned and they are easy to swallow. I can't for the life of me understand people who can't take a pill. Water in mouth 1st, tip your head, and then drop the pill in. Swish it one time and swallow..  Just do it and stop being over dramatic..

"
115,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Don't get me wrong, this curcumin is a good product.  I have some degenerative bone disease along with arthritis, and this is helpful with the pain and inflammation.  I only moved on because I take so many supplements, and this brand requires a dose of 3 capsules per day to obtain the full benefits.  I found a different brand in which I can take only 2 per day to receive the benefits.  Though this is a higher dose of 1950mg per serving of 3 caps, I am doing well with the 1500mg per serving of 2 caps.  This contains 120 capsules, where my new brand has 180 so the value for money of this one is not as good.  If you're needing the extra 450mg and don't mind taking a third capsule daily this is an excellent choice for you.

",2,"August 26, 2019",,B06X9T1Y3F,p,"

  Don't get me wrong, this curcumin is a good product.  I have some degenerative bone disease along with arthritis, and this is helpful with the pain and inflammation.  I only moved on because I take so many supplements, and this brand requires a dose of 3 capsules per day to obtain the full benefits.  I found a different brand in which I can take only 2 per day to receive the benefits.  Though this is a higher dose of 1950mg per serving of 3 caps, I am doing well with the 1500mg per serving of 2 caps.  This contains 120 capsules, where my new brand has 180 so the value for money of this one is not as good.  If you're needing the extra 450mg and don't mind taking a third capsule daily this is an excellent choice for you.

"
116,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  In my own personal case, I have been able to replace my prescription anti-inflammatories with these. I have spinal stenosis and this keeps the daily ache away. If I've been doing some heavy lifting, I still need something stronger. Do ask your doctor also before adding or changing medications, if you're planning on trying the same.

",6,"October 4, 2018",,B06X9T1Y3F,p,"

  In my own personal case, I have been able to replace my prescription anti-inflammatories with these. I have spinal stenosis and this keeps the daily ache away. If I've been doing some heavy lifting, I still need something stronger. Do ask your doctor also before adding or changing medications, if you're planning on trying the same.

"
117,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I recommend this product to anyone who suffers from pain within. Works great been taking these for over three  years from when i aggravated my cyatic nerve.  I never leave home without it.Sept. 18th 2018 UPDATELove this product unfortunately the 1950 mg gave me diarrhea once a week. One of the side effects. Going back to the 1500 mg pill, never had a problem with that one. Still love this product and reccomend it to anyone.

",5,"July 20, 2018",,B06X9T1Y3F,p,"

  I recommend this product to anyone who suffers from pain within. Works great been taking these for over three  years from when i aggravated my cyatic nerve.  I never leave home without it.Sept. 18th 2018 UPDATELove this product unfortunately the 1950 mg gave me diarrhea once a week. One of the side effects. Going back to the 1500 mg pill, never had a problem with that one. Still love this product and reccomend it to anyone.

"
118,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  I bought these and took one, caused horrible bruising for days!  I had bruising down my shins and all over my legs! Gives a warning for people with blood clotting disorders on the bottle and to consult your doctor before taking but no doctor in their right mind would recommend taking supplements when their are no regulations on them. Helped with the pain but not sure if it was even safe to consume. I’m giving them away hoping it won’t kill the next person...  Now I’m left wondering if I’m the only one that this happened too and why? Pretty healthy 30 something year old....

",2,"November 17, 2019",,B06X9T1Y3F,p,"

  I bought these and took one, caused horrible bruising for days!  I had bruising down my shins and all over my legs! Gives a warning for people with blood clotting disorders on the bottle and to consult your doctor before taking but no doctor in their right mind would recommend taking supplements when their are no regulations on them. Helped with the pain but not sure if it was even safe to consume. I’m giving them away hoping it won’t kill the next person...  Now I’m left wondering if I’m the only one that this happened too and why? Pretty healthy 30 something year old....

"
119,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",1,"

  Someone told me, &I quote;before you see a surgeon you should try Turmeric&I thought;,yea,sure,not me!But when I found out the copay,I thought ;well hell,I'll try it for a week.I have arthritis,take mobic,and in wasn't  stopping the shoulder pain,couldn't use my right arm.updated. Sept 14,2019..still going strong,I'm feeling a lot less pain,and I'm 67,arthritis for years,this stuff REALLY works!

",6,"April 18, 2018",,B06X9T1Y3F,n,"

  Someone told me, &I quote;before you see a surgeon you should try Turmeric&I thought;,yea,sure,not me!But when I found out the copay,I thought ;well hell,I'll try it for a week.I have arthritis,take mobic,and in wasn't  stopping the shoulder pain,couldn't use my right arm.updated. Sept 14,2019..still going strong,I'm feeling a lot less pain,and I'm 67,arthritis for years,this stuff REALLY works!

"
120,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",2,"

  I had been taking regular turmeric capsules in hopes of getting relief from waking up in the middle of the night with the middle fingers on my right hand tingling.  But the regular turmeric didn't do anything.  I had to get up and shake my hand for a while to get it to stop tingling so I could go back to sleep.  After taking one of these capsules three times a day for about three weeks, the tingling completely stopped.  I had also started taking collagen capsules, type 1 -3, at the same time and that may have helped also.  I still take both and the tingling has never returned.

",3,"July 22, 2018",,B06X9T1Y3F,n,"

  I had been taking regular turmeric capsules in hopes of getting relief from waking up in the middle of the night with the middle fingers on my right hand tingling.  But the regular turmeric didn't do anything.  I had to get up and shake my hand for a while to get it to stop tingling so I could go back to sleep.  After taking one of these capsules three times a day for about three weeks, the tingling completely stopped.  I had also started taking collagen capsules, type 1 -3, at the same time and that may have helped also.  I still take both and the tingling has never returned.

"
121,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  Works great for muscle and joint stiffness.  I’ve been taking this for couple months now and it’s definitely helped with my low back stiffness. I tend to be very stiff in the morning with slight improvement throughout the day. I stopped taking this for a week and could hardly move when I got up in the morning, or after sitting for extended periods.  I’m upping my intake from 2 to 4 a day, I’m hoping to see even better results.

",4,"October 11, 2018",,B06X9T1Y3F,p,"

  Works great for muscle and joint stiffness.  I’ve been taking this for couple months now and it’s definitely helped with my low back stiffness. I tend to be very stiff in the morning with slight improvement throughout the day. I stopped taking this for a week and could hardly move when I got up in the morning, or after sitting for extended periods.  I’m upping my intake from 2 to 4 a day, I’m hoping to see even better results.

"
122,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",4,"

  I haven't been taking this much since I bought it a few months ago and it's a dull orange color and now it smells really musty and old!!! I just took one and noticed the smell but idiot me, took one anyway and decided to read the reviews which I bought this only because of the high reviews, then I see all these recent 1 star reviews with pictures of different color capsules and people getting sick and vomitting, etc. Omg I hope this doesn't make me sick! Never again!

",3,"August 18, 2019",,B06X9T1Y3F,p,"

  I haven't been taking this much since I bought it a few months ago and it's a dull orange color and now it smells really musty and old!!! I just took one and noticed the smell but idiot me, took one anyway and decided to read the reviews which I bought this only because of the high reviews, then I see all these recent 1 star reviews with pictures of different color capsules and people getting sick and vomitting, etc. Omg I hope this doesn't make me sick! Never again!

"
123,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",2,"

  This is worthy to try. Perhaps it is my nutritional overall habits that really produced the change, and decreased all systemic inflammation, however, I will say this appears to be very effective. No more needs for any Motrin/anti-flammatory pills whatsoever. Between this, increased water hydration, no sugar or dairy, and eating unprocessed foods - all pain is gone.

",5,"April 23, 2018",,B06X9T1Y3F,n,"

  This is worthy to try. Perhaps it is my nutritional overall habits that really produced the change, and decreased all systemic inflammation, however, I will say this appears to be very effective. No more needs for any Motrin/anti-flammatory pills whatsoever. Between this, increased water hydration, no sugar or dairy, and eating unprocessed foods - all pain is gone.

"
124,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  This is listed on Amazon as ""Turmeric Curcumin Max Potency 95% Curcuminoids 1950mg"".  This would lead a person to believe they are receiving pills that dose out to 1950mg  of 95% curcumin.  Please read the label, as a dose only contains 150mg of 95% curcumin.  Please fix your Amazon listing title, or in the very least, move the picture of the label out of the + section and into the main pictures (Perhaps the second picture would be an appropriate location).  Long story short, I was foolhardy, though I'd guess that I wasn't the only person who was deceived.

",5,"May 9, 2019",,B06X9T1Y3F,p,"

  This is listed on Amazon as ""Turmeric Curcumin Max Potency 95% Curcuminoids 1950mg"".  This would lead a person to believe they are receiving pills that dose out to 1950mg  of 95% curcumin.  Please read the label, as a dose only contains 150mg of 95% curcumin.  Please fix your Amazon listing title, or in the very least, move the picture of the label out of the + section and into the main pictures (Perhaps the second picture would be an appropriate location).  Long story short, I was foolhardy, though I'd guess that I wasn't the only person who was deceived.

"
125,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  This Turmeric has made a huge difference in our lives. I have some rotator cuff issues and arthritis in my hand and it has help so much. The shocking part is I broke my foot over a year ago and I still have pain from it - no more. I am shocked. I talked my very active husband into trying it. He feels like he can run further and his racquet ball game is better. He doesn't ache and feels like he has more energy. We love it!

",4,"September 27, 2018",,B06X9T1Y3F,p,"

  This Turmeric has made a huge difference in our lives. I have some rotator cuff issues and arthritis in my hand and it has help so much. The shocking part is I broke my foot over a year ago and I still have pain from it - no more. I am shocked. I talked my very active husband into trying it. He feels like he can run further and his racquet ball game is better. He doesn't ache and feels like he has more energy. We love it!

"
126,"Turmeric Curcumin with BioPerine 95% Curcuminoids 1950mg with Black Pepper for Best Absorption, Made in USA, Natural Immune Support, Turmeric Supplement Pills by Natures Nutrition - 120 Capsules",5,"

  It may be a placebo effect, but I definitely feel mentally sharper and need less caffeine to stay alert.  The jury is still out on the alleged anti-inflammatory effect for me, no discernible effect on my autoimmune issue. But the mental enhancement is worth the price of admission.

",5,"July 14, 2018",,B06X9T1Y3F,p,"

  It may be a placebo effect, but I definitely feel mentally sharper and need less caffeine to stay alert.  The jury is still out on the alleged anti-inflammatory effect for me, no discernible effect on my autoimmune issue. But the mental enhancement is worth the price of admission.

"
