,product name,ratings,reviews,helpful,date,,asin,target,text
216,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Me encantó y a mi esposo también tiene un olor fuerte como nos gusta y dura  y por poco dinero es una buena inversión

",0,"July 11, 2020",,B000P22TIY,n,"

  Me encantó y a mi esposo también tiene un olor fuerte como nos gusta y dura  y por poco dinero es una buena inversión

"
217,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  For the price I got this cologne I am pretty surprised at its result. It smells really nice and fresh. It is one of those fragrances  that will make you feel good with yourself... and of course FRESH. I use it often and mix it with the more expensive yet cliche scents cos I hate walking around smelling like every Tom out there.Would I buy again? Heck Yes. It is my go-to scent for regular and casual use just because of the price. I will be exploring other Nautica scents.So I recommend this.

",0,"January 5, 2015",,B000P22TIY,p,"

  For the price I got this cologne I am pretty surprised at its result. It smells really nice and fresh. It is one of those fragrances  that will make you feel good with yourself... and of course FRESH. I use it often and mix it with the more expensive yet cliche scents cos I hate walking around smelling like every Tom out there.Would I buy again? Heck Yes. It is my go-to scent for regular and casual use just because of the price. I will be exploring other Nautica scents.So I recommend this.

"
218,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  i work at walgreens and we sell this at my store for 46.99 the 1.7 oz.. we had a special last week $10 off i was saying that was still to much. so  checked on here and seen they sell the 3.4 oz fore $18! a bigger bottle for a much lower price u cant beat that. i purchased it for my husband as a birthday gift. I smelled a sample of it long time ago and forgot the name, I said when i get married i would buy it for my husband. someone came to my store and wanted to smell it when i sprayed it on the card then i remembered it was this one. Thank You so much!

",0,"June 14, 2014",,B000P22TIY,p,"

  i work at walgreens and we sell this at my store for 46.99 the 1.7 oz.. we had a special last week $10 off i was saying that was still to much. so  checked on here and seen they sell the 3.4 oz fore $18! a bigger bottle for a much lower price u cant beat that. i purchased it for my husband as a birthday gift. I smelled a sample of it long time ago and forgot the name, I said when i get married i would buy it for my husband. someone came to my store and wanted to smell it when i sprayed it on the card then i remembered it was this one. Thank You so much!

"
219,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Surprisingly good cologne for the price. I went out on a whim just to try it out and I find myself wearing it often. Definitely worth the purchase if you’re short on cash and looking for a refreshingly delightful cologne.

",0,"January 8, 2020",,B000P22TIY,p,"

  Surprisingly good cologne for the price. I went out on a whim just to try it out and I find myself wearing it often. Definitely worth the purchase if you’re short on cash and looking for a refreshingly delightful cologne.

"
220,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  As soon as I got the in I opened it up and sprayed some on my wrist to smell it. I instantly loved it. But as I was walking through the house my wife caught a whiff of it and immediately stopped what she was doing to inquire about the superb aroma she smelled. She can’t get enough of it!!!

",0,"March 19, 2019",,B000P22TIY,p,"

  As soon as I got the in I opened it up and sprayed some on my wrist to smell it. I instantly loved it. But as I was walking through the house my wife caught a whiff of it and immediately stopped what she was doing to inquire about the superb aroma she smelled. She can’t get enough of it!!!

"
221,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I have nothing bad to say about this. Arrived on time, no damage. The scent is fantastic. I'm a lover of the ""blue"" scented things(ocean breeze, fresh water, etc..) and this fits those scents perfectly. I spray it once on my neck and I can smell it all day long(I'm a delivery driver that works 10hr days). I remember reading a review that stated they needed to spray 6 or 7 times; I fear for everyone that would be in the same vicinity as them. One spray is plenty.

",0,"July 12, 2019",,B000P22TIY,p,"

  I have nothing bad to say about this. Arrived on time, no damage. The scent is fantastic. I'm a lover of the ""blue"" scented things(ocean breeze, fresh water, etc..) and this fits those scents perfectly. I spray it once on my neck and I can smell it all day long(I'm a delivery driver that works 10hr days). I remember reading a review that stated they needed to spray 6 or 7 times; I fear for everyone that would be in the same vicinity as them. One spray is plenty.

"
222,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I really enjoy this scent! It blends well with my natural pheromones.Long lasting and is more pleasant after a few hours. Great for leaving a lasting impression!

",0,"December 5, 2019",,B000P22TIY,p,"

  I really enjoy this scent! It blends well with my natural pheromones.Long lasting and is more pleasant after a few hours. Great for leaving a lasting impression!

"
223,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Smells very fresh out the shower beach scent with slight citrus note. About a 5 foot projection and last about 5 hours maybe 6 in 3 to 5 sprays. For those who like smelling good on a budget without drawing the attention of the entire room.

",0,"October 1, 2020",,B000P22TIY,n,"

  Smells very fresh out the shower beach scent with slight citrus note. About a 5 foot projection and last about 5 hours maybe 6 in 3 to 5 sprays. For those who like smelling good on a budget without drawing the attention of the entire room.

"
224,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It smells like refreshing cucumbers and the ocean in my opinion. Though it does have what I percieve to be a slightly chemically smell.But it could be fragrance (im new too the cologne game) I like it and the smell last alongggggg time

",0,"January 7, 2020",,B000P22TIY,p,"

  It smells like refreshing cucumbers and the ocean in my opinion. Though it does have what I percieve to be a slightly chemically smell.But it could be fragrance (im new too the cologne game) I like it and the smell last alongggggg time

"
225,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The  scent is wonderful, so fresh and pleasant. Really I'm glad that I ordered an inexpensive but wonderful cologne.

",0,"June 24, 2020",,B000P22TIY,p,"

  The  scent is wonderful, so fresh and pleasant. Really I'm glad that I ordered an inexpensive but wonderful cologne.

"
226,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Bought this for my husband. He loved it, as did I. It’s a perfect go to scent, nothing crazy. Great value.

",0,"August 11, 2020",,B000P22TIY,n,"

  Bought this for my husband. He loved it, as did I. It’s a perfect go to scent, nothing crazy. Great value.

"
227,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Not sure what some like about this sent, but it screams average and cheap. If you want an average and cheap ocean scent then here it is!

",0,"March 21, 2020",,B000P22TIY,p,"

  Not sure what some like about this sent, but it screams average and cheap. If you want an average and cheap ocean scent then here it is!

"
228,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Got this for my grandson for Christmas it was a very nice size bottle smells great and the smell lasts long and is a very good price. Would buy again 😁

",0,"December 30, 2019",,B000P22TIY,p,"

  Got this for my grandson for Christmas it was a very nice size bottle smells great and the smell lasts long and is a very good price. Would buy again 😁

"
229,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Son bought this for me several years ago.  I love scent.  Purchased this as a replacement.  Great buy for the money!

",0,"June 29, 2020",,B000P22TIY,p,"

  Son bought this for me several years ago.  I love scent.  Purchased this as a replacement.  Great buy for the money!

"
230,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Very nice scent, and not too strong and overbearing like Axe sprays! Just the way I like it! Highly recommended

",0,"June 25, 2020",,B000P22TIY,n,"

  Very nice scent, and not too strong and overbearing like Axe sprays! Just the way I like it! Highly recommended

"
231,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  This is a plus! Nice scent, not to much, not overwhelming, just enought for the perfect guy! Love this on ""HIM"" ❤♡♡♡❤.Thnx. Shipping was right on time! Thnx again!

",0,"March 4, 2020",,B000P22TIY,n,"

  This is a plus! Nice scent, not to much, not overwhelming, just enought for the perfect guy! Love this on ""HIM"" ❤♡♡♡❤.Thnx. Shipping was right on time! Thnx again!

"
232,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  First time trying this, and I can see why people like the scent. My only issue is there’s a slight underlying alcohol smell.

",0,"April 20, 2020",,B000P22TIY,p,"

  First time trying this, and I can see why people like the scent. My only issue is there’s a slight underlying alcohol smell.

"
233,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is a fake product. Better buy original from Macy's or some trusted seller. I've lost my return window as I opened after 3 weeks of receiving it. Its a piece of crap. Horrible smell and doesn't even last more than 15 minutes. Gives some wired smell on clothes. Trust me DO NOT buy this product from this seller on Amazon.

",0,"August 30, 2020",,B000P22TIY,p,"

  This is a fake product. Better buy original from Macy's or some trusted seller. I've lost my return window as I opened after 3 weeks of receiving it. Its a piece of crap. Horrible smell and doesn't even last more than 15 minutes. Gives some wired smell on clothes. Trust me DO NOT buy this product from this seller on Amazon.

"
234,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  This cologne is the weakest cologne I have ever come across. It’s weaker than knock off colognes. I am blown away by the lack of smell. I sprayed it into the air ten times in a bathroom and still could hardly smell anything.

",0,"August 1, 2019",,B000P22TIY,p,"

  This cologne is the weakest cologne I have ever come across. It’s weaker than knock off colognes. I am blown away by the lack of smell. I sprayed it into the air ten times in a bathroom and still could hardly smell anything.

"
235,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I think it’s a pretty pleasant smelling fragrance and it is reasonable price.  It’s not a overbearing strong smell, and it seems to last for a while.  I use 3 sprays of it and that seems perfect amount 🏻

",0,"May 6, 2019",,B000P22TIY,p,"

  I think it’s a pretty pleasant smelling fragrance and it is reasonable price.  It’s not a overbearing strong smell, and it seems to last for a while.  I use 3 sprays of it and that seems perfect amount 🏻

"
236,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Smells great, not a strong smell, very light but it last. Don't let the price fool you it's a great cologne.

",0,"June 14, 2020",,B000P22TIY,n,"

  Smells great, not a strong smell, very light but it last. Don't let the price fool you it's a great cologne.

"
237,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  dollar tree cologne

",1,"January 24, 2020",,B000P22TIY,p,"

  dollar tree cologne

"
238,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  Nice clean little floral scent. I bought it for my husband. We agree it sounds good. Fairly larger spray bottle.

",0,"May 24, 2020",,B000P22TIY,p,"

  Nice clean little floral scent. I bought it for my husband. We agree it sounds good. Fairly larger spray bottle.

"
239,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Product is great , however be warned it is glass and one of my orders was broken in transit. Amazon has a strict no return policy on cologne which is complete poopoo if you ask me , if glad it happened to this 10$ bottle and not a more expensive one but I for one will not be ordering any cologne off amazon anymore due to this. The nautica voyage is bomb though

",0,"December 16, 2019",,B000P22TIY,p,"

  Product is great , however be warned it is glass and one of my orders was broken in transit. Amazon has a strict no return policy on cologne which is complete poopoo if you ask me , if glad it happened to this 10$ bottle and not a more expensive one but I for one will not be ordering any cologne off amazon anymore due to this. The nautica voyage is bomb though

"
240,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Bought this for my tween because it was inexpensive compared to other colognes. It lasts for days and smells great!!! He loves it

",0,"March 10, 2020",,B000P22TIY,n,"

  Bought this for my tween because it was inexpensive compared to other colognes. It lasts for days and smells great!!! He loves it

"
241,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This has a nice softer mild scent to it. My wife likes it because it's not strong and lasts all day on me.

",0,"June 15, 2020",,B000P22TIY,p,"

  This has a nice softer mild scent to it. My wife likes it because it's not strong and lasts all day on me.

"
242,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Only Gendarme is slightly better ($95).  I have a collection of cologne. I smelled this for the 1st time last week. Why? I don't do Ross.  Well let me tell you, I was a fool. This sent is just so wonderful to inhale. It really is a ""Pebble Beach"" in a bottle.

",0,"August 30, 2018",,B000P22TIY,p,"

  Only Gendarme is slightly better ($95).  I have a collection of cologne. I smelled this for the 1st time last week. Why? I don't do Ross.  Well let me tell you, I was a fool. This sent is just so wonderful to inhale. It really is a ""Pebble Beach"" in a bottle.

"
243,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  not much projection, longevity or sillage. a clean, fresh fragrance which is ideal for office environment. ok 5+ sprays. highly recommend. very cheaply priced!

",0,"November 19, 2019",,B000P22TIY,p,"

  not much projection, longevity or sillage. a clean, fresh fragrance which is ideal for office environment. ok 5+ sprays. highly recommend. very cheaply priced!

"
244,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",3,"

  Very easy going scent I love it because I feel like people don’t feel uncomfortable around me if I overspray it on myself like others scent would, smells good too, I really don’t know how much it last but I was wearing it for like 4 hours and people still ask me if I got nautica voyage on so idk

",1,"August 13, 2019",,B000P22TIY,n,"

  Very easy going scent I love it because I feel like people don’t feel uncomfortable around me if I overspray it on myself like others scent would, smells good too, I really don’t know how much it last but I was wearing it for like 4 hours and people still ask me if I got nautica voyage on so idk

"
245,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I bought this for the first time because of good price. It is a very light fragrance, maybe too light for some men. It doesn't stay too long, but it smells clean and fresh. Need to apply about every 3-4 hours. I would recommend it for short time wear. For the price I am very happy with it.

",0,"October 5, 2020",,B000P22TIY,p,"

  I bought this for the first time because of good price. It is a very light fragrance, maybe too light for some men. It doesn't stay too long, but it smells clean and fresh. Need to apply about every 3-4 hours. I would recommend it for short time wear. For the price I am very happy with it.

"
246,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  You cannot beat the quality of this cologne for the price that it is offered at. Smells great and is affordable enough to wear every day. The sent fades faster than high-end clones which is definitely expected but I highly recommend it just as a back up in the car or gym bag. This could also be a pretty decent gift for a teenager or even someone in their mid to to late 20s.

",1,"March 17, 2016",,B000P22TIY,p,"

  You cannot beat the quality of this cologne for the price that it is offered at. Smells great and is affordable enough to wear every day. The sent fades faster than high-end clones which is definitely expected but I highly recommend it just as a back up in the car or gym bag. This could also be a pretty decent gift for a teenager or even someone in their mid to to late 20s.

"
247,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I bought this one blind because of all the positive reviews and it's the #1 seller here at Amazon.I ended up really liking the smell.  It's a nice, fresh and clean sort of smell.  At first, I was putting it on and I swear it was wearing off after 4 hours.  I would put it on after my morning shower and by lunch, I couldn't smell it anymore.  This was all last week when it was colder outside.  Now that the weather is warming up, for some reason I'm still going strong all day long.  I think it seeps into your skin and when you sweat a little, it brings it out.  Should make for a really nice summer scent!

",0,"June 13, 2013",,B000P22TIY,p,"

  I bought this one blind because of all the positive reviews and it's the #1 seller here at Amazon.I ended up really liking the smell.  It's a nice, fresh and clean sort of smell.  At first, I was putting it on and I swear it was wearing off after 4 hours.  I would put it on after my morning shower and by lunch, I couldn't smell it anymore.  This was all last week when it was colder outside.  Now that the weather is warming up, for some reason I'm still going strong all day long.  I think it seeps into your skin and when you sweat a little, it brings it out.  Should make for a really nice summer scent!

"
248,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The product smells amazing, it has a fruity scent but in a really good way. It really does last for hours and so strong that after you spray to shirt you can smell it from your own shirt from just walking around. Best value for its money. Highly recommend this product

",0,"March 1, 2020",,B000P22TIY,p,"

  The product smells amazing, it has a fruity scent but in a really good way. It really does last for hours and so strong that after you spray to shirt you can smell it from your own shirt from just walking around. Best value for its money. Highly recommend this product

"
249,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Very good cologne for the price. It has a very ocean cool refreshing aroma. I would recommend.

",0,"July 13, 2020",,B000P22TIY,n,"

  Very good cologne for the price. It has a very ocean cool refreshing aroma. I would recommend.

"
250,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  My husband and I both absolutely love this scent. It's very clean and reminds you of a day at the beach. It's a very subtle, clean, fresh, summertime and beachy scent.It's definitely not an overwhelming or strong scent at all.

",0,"July 12, 2019",,B000P22TIY,n,"

  My husband and I both absolutely love this scent. It's very clean and reminds you of a day at the beach. It's a very subtle, clean, fresh, summertime and beachy scent.It's definitely not an overwhelming or strong scent at all.

"
251,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  It smells so much better than I expected for the price! The scent lasts a long time too. I bought it as a gift and we both enjoy it!!

",0,"July 29, 2020",,B000P22TIY,p,"

  It smells so much better than I expected for the price! The scent lasts a long time too. I bought it as a gift and we both enjoy it!!

"
252,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Clean soap scent...  like it.

",1,"January 13, 2020",,B000P22TIY,p,"

  Clean soap scent...  like it.

"
253,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is the best Cologne I've ever owned, and I'm 53 years old. I have 20 year olds telling me that I smell sexy.

",0,"September 17, 2020",,B000P22TIY,p,"

  This is the best Cologne I've ever owned, and I'm 53 years old. I have 20 year olds telling me that I smell sexy.

"
254,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The cologne was double wrapped in bubble wrap . Practically indistructable ! It smells DELICIOUS 😋 and that’s just perfect for the cost . Also the delivery 📦 came a day early which made me very happy  😃 . I would love to see what else this seller has . Two thumbs up 🏻 🏻

",1,"October 8, 2017",,B000P22TIY,p,"

  The cologne was double wrapped in bubble wrap . Practically indistructable ! It smells DELICIOUS 😋 and that’s just perfect for the cost . Also the delivery 📦 came a day early which made me very happy  😃 . I would love to see what else this seller has . Two thumbs up 🏻 🏻

"
255,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I'm by no means a fragrance expert but I like this better than some of the more expensive colognes I have. Nice citrus scent for the warmer months and lasts a long time. For the price can't go wrong adding this to your collection.

",0,"December 3, 2018",,B000P22TIY,p,"

  I'm by no means a fragrance expert but I like this better than some of the more expensive colognes I have. Nice citrus scent for the warmer months and lasts a long time. For the price can't go wrong adding this to your collection.

"
256,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I love the smell.  Last longer then I thought.  But not as long as the expensive ones.  But still enough.  Love the smell

",0,"May 13, 2020",,B000P22TIY,p,"

  I love the smell.  Last longer then I thought.  But not as long as the expensive ones.  But still enough.  Love the smell

"
257,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Came as promised, cheap, but good cologne. Honestly, there is fowl play about with the 'Voyage' series. I've gotten it from multiple vendors and have received 2 different kinds of bottles, slightly varied but the same name. One has a more quality feel, and thus a sweeter, more quality scent. The other (the one that I received) has a cheaper, plastic cap, and a more harsh, alcoholy scent to it. Again, both are boxed the same under the same line. I don't know if its just the bad batch that they sell off for cheap or what, but very annoying when its a guessing game as to what I'm getting. Both smell good, but there's an obvious inconsistency in final product. 2 stars for playing a guessing game when it comes to that, super frustrating, especially when you only know after you unbox it.

",0,"August 14, 2015",,B000P22TIY,p,"

  Came as promised, cheap, but good cologne. Honestly, there is fowl play about with the 'Voyage' series. I've gotten it from multiple vendors and have received 2 different kinds of bottles, slightly varied but the same name. One has a more quality feel, and thus a sweeter, more quality scent. The other (the one that I received) has a cheaper, plastic cap, and a more harsh, alcoholy scent to it. Again, both are boxed the same under the same line. I don't know if its just the bad batch that they sell off for cheap or what, but very annoying when its a guessing game as to what I'm getting. Both smell good, but there's an obvious inconsistency in final product. 2 stars for playing a guessing game when it comes to that, super frustrating, especially when you only know after you unbox it.

"
258,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Great price & great cologne.  I am biased and like the Nautica cologne brand.  This is a fresher lighter scent.  Good price and what I consider a ""daily"" cologne.  Does not hurt the bank to wear a lot.

",0,"April 11, 2019",,B000P22TIY,p,"

  Great price & great cologne.  I am biased and like the Nautica cologne brand.  This is a fresher lighter scent.  Good price and what I consider a ""daily"" cologne.  Does not hurt the bank to wear a lot.

"
259,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I had previously bought this same exact size fragrance at a department store for twice the price, so needless to say, I was very happy with the price. I still had a little left in the old bottle and the fragrance is the same as far as I can tell.The only downside was the atomizer on the new bottle didn't actually mist the product- it just makes a narrow stream. This wasn't a problem for me since i could just swap it out with the one from the old bottle, but it something to be concerned with if this is your first purchase.

",0,"September 20, 2013",,B000P22TIY,p,"

  I had previously bought this same exact size fragrance at a department store for twice the price, so needless to say, I was very happy with the price. I still had a little left in the old bottle and the fragrance is the same as far as I can tell.The only downside was the atomizer on the new bottle didn't actually mist the product- it just makes a narrow stream. This wasn't a problem for me since i could just swap it out with the one from the old bottle, but it something to be concerned with if this is your first purchase.

"
260,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  I'm very happy with this, it smells great and is very low-key. Value for money is great!!

",0,"July 22, 2020",,B000P22TIY,p,"

  I'm very happy with this, it smells great and is very low-key. Value for money is great!!

"
261,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Excelente perfume y muy buen precio. Un regalo ideal. Agradable fragancia me encantó.

",0,"August 7, 2020",,B000P22TIY,p,"

  Excelente perfume y muy buen precio. Un regalo ideal. Agradable fragancia me encantó.

"
262,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  Weak scent, the scent was actually ok, not as great as some reviews claim, but it was very weak. I don’t normally write reviews either. The big issue I have is it’s not returnable, I think colognes are really about preference, so it’s ok if not everybody likes it, so I can’t complain too much.  The big issue is I can’t just return it.

",1,"March 20, 2019",,B000P22TIY,n,"

  Weak scent, the scent was actually ok, not as great as some reviews claim, but it was very weak. I don’t normally write reviews either. The big issue I have is it’s not returnable, I think colognes are really about preference, so it’s ok if not everybody likes it, so I can’t complain too much.  The big issue is I can’t just return it.

"
263,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  This is my second time purchasing this cologne. The bottle lasts a long time, but the scent doesn't past a few hours. I receive compliments all the time when wearing this and you can't beat the price.

",0,"August 16, 2019",,B000P22TIY,p,"

  This is my second time purchasing this cologne. The bottle lasts a long time, but the scent doesn't past a few hours. I receive compliments all the time when wearing this and you can't beat the price.

"
264,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I had purchased multiple of these colognes for my family members sometime back. It's a natural scent and smells nice. The seller provided outstanding shipping. I am pleased with this purchase. Thank you!

",0,"May 15, 2019",,B000P22TIY,n,"

  I had purchased multiple of these colognes for my family members sometime back. It's a natural scent and smells nice. The seller provided outstanding shipping. I am pleased with this purchase. Thank you!

"
265,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Good inexpensive scent for everyday use.  The price is great, the scent is decent , not too over powering, surprisingly I get a lot of complements.  Five stars, recommended.

",0,"July 26, 2019",,B000P22TIY,n,"

  Good inexpensive scent for everyday use.  The price is great, the scent is decent , not too over powering, surprisingly I get a lot of complements.  Five stars, recommended.

"
266,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",2,"

  Man, that is one cheap smell! Like the smell you got 30 years ago in gas station bathroom vending machines for 15 cent. Not worth the money. Spend 10 bucks more and get the cheapest Aigner No.1-WAY better deal.

",1,"August 3, 2018",,B000P22TIY,n,"

  Man, that is one cheap smell! Like the smell you got 30 years ago in gas station bathroom vending machines for 15 cent. Not worth the money. Spend 10 bucks more and get the cheapest Aigner No.1-WAY better deal.

"
267,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I had high hopes for this one, unfortunately it's more annoying to my nose than it is pleasing. Maybe it's not for me. The smell just gives me a headache. At least I gave it a try

",0,"June 26, 2019",,B000P22TIY,p,"

  I had high hopes for this one, unfortunately it's more annoying to my nose than it is pleasing. Maybe it's not for me. The smell just gives me a headache. At least I gave it a try

"
268,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  What can I say about this cologne that hasn't been said about 5,000 times? The scent is not bad, it's different, and for me it last a pretty long time. For the time being it's what I can afford, and it's well worth the price.

",0,"April 11, 2019",,B000P22TIY,n,"

  What can I say about this cologne that hasn't been said about 5,000 times? The scent is not bad, it's different, and for me it last a pretty long time. For the time being it's what I can afford, and it's well worth the price.

"
269,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The Original I bought about a year ago from Macy’s extreamly happy with the cologne but this one bought from here Amazon absolute FAKE

",1,"December 26, 2018",,B000P22TIY,p,"

  The Original I bought about a year ago from Macy’s extreamly happy with the cologne but this one bought from here Amazon absolute FAKE

"
270,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  I like voyage because it smells clean, wears well and last a long time. The scent is strong when first sprayed. I do 2, maybe 3 pumps at most. And only 3 if it's going to be a minute before I get to where I need to go.

",0,"April 25, 2019",,B000P22TIY,n,"

  I like voyage because it smells clean, wears well and last a long time. The scent is strong when first sprayed. I do 2, maybe 3 pumps at most. And only 3 if it's going to be a minute before I get to where I need to go.

"
271,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I'm not quite sure but I haven't used it as much as I did in high school.... the scent is WEIRD to say the least.

",0,"September 9, 2020",,B000P22TIY,p,"

  I'm not quite sure but I haven't used it as much as I did in high school.... the scent is WEIRD to say the least.

"
272,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  When I saw somebody uses this instead of gio I was like you know what I'm going to buy this for my stepdad smells great

",0,"February 25, 2020",,B000P22TIY,p,"

  When I saw somebody uses this instead of gio I was like you know what I'm going to buy this for my stepdad smells great

"
273,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",4,"

  The smell is good, but it is veeeryyyy weak and doesn't last long, not even for an hour.!!

",0,"September 12, 2020",,B000P22TIY,p,"

  The smell is good, but it is veeeryyyy weak and doesn't last long, not even for an hour.!!

"
274,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  The product just arrived yesterday, and I am already loving it. I was little worried from other reviews that it could be a fake product, but it is not! It has an excellent sweet flavor, and it lasts longer! I just had three spurts on me this morning, and it lasted for more than eight hours. I'd keep buying this for as long as it is available.

",0,"January 10, 2019",,B000P22TIY,p,"

  The product just arrived yesterday, and I am already loving it. I was little worried from other reviews that it could be a fake product, but it is not! It has an excellent sweet flavor, and it lasts longer! I just had three spurts on me this morning, and it lasted for more than eight hours. I'd keep buying this for as long as it is available.

"
275,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",1,"

  The scent makes me feel good . Stays for a considerabe amount of time given that its 15$ cologne . It burns a little if i apply it on me neck . Even if you sweat it will last for about 4hrs . It's not very volatile such as if someone walks by you quick they'll smell nothin , but if a hug is what you're lookin for , you'll leave quite an impression

",0,"July 17, 2020",,B000P22TIY,n,"

  The scent makes me feel good . Stays for a considerabe amount of time given that its 15$ cologne . It burns a little if i apply it on me neck . Even if you sweat it will last for about 4hrs . It's not very volatile such as if someone walks by you quick they'll smell nothin , but if a hug is what you're lookin for , you'll leave quite an impression

"
276,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  I bought it because it had a ton of stars/reviews, the scent is very pleasant and the value is great because the bottle is large. Does last all day but it has a clean subtle scent.

",0,"July 28, 2020",,B000P22TIY,p,"

  I bought it because it had a ton of stars/reviews, the scent is very pleasant and the value is great because the bottle is large. Does last all day but it has a clean subtle scent.

"
277,"Nautica Voyage By Nautica For Men. Eau De Toilette Spray, 100 ml",5,"

  Smells amazing for the price. I guess the price is low because the product doesn’t smell good for very long like other, more expensive colognes would. Overall a great cologne for a great price.

",0,"August 22, 2020",,B000P22TIY,p,"

  Smells amazing for the price. I guess the price is low because the product doesn’t smell good for very long like other, more expensive colognes would. Overall a great cologne for a great price.

"
