,asin,product name,ratings,reviews,helpful,date,Unnamed: 6,target,text
342,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  I've bought masks from 5 different sellers since COVID hit, in addition to making several of my own, and these are by far the most comfortable and best fitting of all of them for both me and my boyfriend.  They are soft and never get itchy even when having to wear them for extended periods or when exerting myself (such as walking up several flights of stairs at work).  They were a little big for my face, so I just tied a knot in ear ear loop and the are perfect now.  They also stay in place very well when talking- they don't ride up the chin or 'suck in' to my mouth.  Love these... I ended up buying 3 more sets so we both have enough to get through the work week with one extra.  Definitely recommend!

",0,19-Sep-20,,p,"

  I've bought masks from 5 different sellers since COVID hit, in addition to making several of my own, and these are by far the most comfortable and best fitting of all of them for both me and my boyfriend.  They are soft and never get itchy even when having to wear them for extended periods or when exerting myself (such as walking up several flights of stairs at work).  They were a little big for my face, so I just tied a knot in ear ear loop and the are perfect now.  They also stay in place very well when talking- they don't ride up the chin or 'suck in' to my mouth.  Love these... I ended up buying 3 more sets so we both have enough to get through the work week with one extra.  Definitely recommend!

"
343,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",3,"

  These are very soft and ""Comfortable"" based on softness alone but they are almost too soft.  As a result, they tend to cling to your face to the point that it does not allow any gaps or air to flow in and around your mouth and nose..  I like the soft feel but there needs to be some sort of stiffer shell to keep it from clinging to my mouth.  I can't wear them as a result and obviously cannot return now.

",0,21-Sep-20,,n,"

  These are very soft and ""Comfortable"" based on softness alone but they are almost too soft.  As a result, they tend to cling to your face to the point that it does not allow any gaps or air to flow in and around your mouth and nose..  I like the soft feel but there needs to be some sort of stiffer shell to keep it from clinging to my mouth.  I can't wear them as a result and obviously cannot return now.

"
344,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Medium fits best the large was too big around ears and too much coverage on almost whole face/ Medium however fit best/three came in the pack/ washed before use gave to family everyone satisfied

",1,25-Jul-20,,p,"

  Medium fits best the large was too big around ears and too much coverage on almost whole face/ Medium however fit best/three came in the pack/ washed before use gave to family everyone satisfied

"
345,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  And he likes them.  They are soft, comfortable and fit him well.  I liked the way they feel.  They are a good cotton knit type material.  They wash well too.  I do recommend these masks.

",1,15-Aug-20,,p,"

  And he likes them.  They are soft, comfortable and fit him well.  I liked the way they feel.  They are a good cotton knit type material.  They wash well too.  I do recommend these masks.

"
346,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  It is nice and better than the disposable masks, however it fits lose on my face and I had the impression it has a nose wire to mold to your face. In a pinch it works, don’t know if it’s worth the almost $19.00 though.

",2,11-Jun-20,,p,"

  It is nice and better than the disposable masks, however it fits lose on my face and I had the impression it has a nose wire to mold to your face. In a pinch it works, don’t know if it’s worth the almost $19.00 though.

"
347,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  These are great. I live in a mask at work, and these are super comfy. I got a large and it fits my face and my fiancé’s face perfectly. Been using these masks for about a month or so, and they are not coming apart or fraying at all. They also smell like my detergent that I wash them with! They’re also incredibly breathable if you are just wearing the one mask. The only downside is that my face gets sweaty after wearing it for a while or when it’s hot (I live in AZ, so it’s always hot lol), but that can’t really be avoided with any masks. Overall, great product!

",0,5-Aug-20,,p,"

  These are great. I live in a mask at work, and these are super comfy. I got a large and it fits my face and my fiancé’s face perfectly. Been using these masks for about a month or so, and they are not coming apart or fraying at all. They also smell like my detergent that I wash them with! They’re also incredibly breathable if you are just wearing the one mask. The only downside is that my face gets sweaty after wearing it for a while or when it’s hot (I live in AZ, so it’s always hot lol), but that can’t really be avoided with any masks. Overall, great product!

"
348,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I have a big face and a hard time breathing through masks, was hoping these would help with all the positive reviews, but it was a complete bust. These masks are made of synthetic materials and are very thick, making them very difficult to breathe through. They also aren't much bigger than regular size masks. Completely useless.

",0,19-Sep-20,,p,"

  I have a big face and a hard time breathing through masks, was hoping these would help with all the positive reviews, but it was a complete bust. These masks are made of synthetic materials and are very thick, making them very difficult to breathe through. They also aren't much bigger than regular size masks. Completely useless.

"
349,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",2,"

  I was in desperate need of some more face masks. I noticed these and figured that I would give them a shot. Overall, these masks work well! The size seems just about perfect to fully cover my face. They are also pretty breathable for having multiple layers. These are strange times we live in where we have to ware face masks. But these do a good job on hopefully keeping myself and others safe.

",0,31-Aug-20,,n,"

  I was in desperate need of some more face masks. I noticed these and figured that I would give them a shot. Overall, these masks work well! The size seems just about perfect to fully cover my face. They are also pretty breathable for having multiple layers. These are strange times we live in where we have to ware face masks. But these do a good job on hopefully keeping myself and others safe.

"
350,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",2,"

  I've really had a hard time finding masks that fit me and my kids without falling to our chins. One size does not fit all. My husband has a full beard so what fits him ends up being a chin diaper on us. I loved that I can order them in different sizes. We ordered mediums and they fit my 11 year old perfectly. The material is very soft and more breathable than the cotton.  It's thick enough that I think it's still effective. I can wear it while staying active without sweating from the mask. A mask is only effective if you can keep it on. The ear loops are elastic so they hold the mask close even with smaller faces. And the price is right!! I'll be ordering more so we can have spares in our cars and at work.

",0,3-Oct-20,,n,"

  I've really had a hard time finding masks that fit me and my kids without falling to our chins. One size does not fit all. My husband has a full beard so what fits him ends up being a chin diaper on us. I loved that I can order them in different sizes. We ordered mediums and they fit my 11 year old perfectly. The material is very soft and more breathable than the cotton.  It's thick enough that I think it's still effective. I can wear it while staying active without sweating from the mask. A mask is only effective if you can keep it on. The ear loops are elastic so they hold the mask close even with smaller faces. And the price is right!! I'll be ordering more so we can have spares in our cars and at work.

"
351,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  The mask's material seems durable and is comfortable/light enough to wear for extended periods of time. However, there is no malleable piece of metal near the nose to provide a secure fit and the large sizing leaves the mask loose on my face (it wont fit my wife's face at all). The ear straps are not adjustable, either. My wife purchased a different 3-mask set from American Eagle for significantly less money and each mask is adjustable, providing a snug fit around the nose. These masks will only work for those who need larger sizes; I'm 6'1"" and incorrectly assumed the large sizing would be fine for me. I'd recommend finding masks that are adjustable and more form fitting.

",0,13-Aug-20,,p,"

  The mask's material seems durable and is comfortable/light enough to wear for extended periods of time. However, there is no malleable piece of metal near the nose to provide a secure fit and the large sizing leaves the mask loose on my face (it wont fit my wife's face at all). The ear straps are not adjustable, either. My wife purchased a different 3-mask set from American Eagle for significantly less money and each mask is adjustable, providing a snug fit around the nose. These masks will only work for those who need larger sizes; I'm 6'1"" and incorrectly assumed the large sizing would be fine for me. I'd recommend finding masks that are adjustable and more form fitting.

"
352,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  This is the first mask that I have purchased that fits perfectly and you can breathe.  I love it because it is ""Large"" and fits a man's face.  I have purchased a lot of masks and this is the most outstanding one ever.  I just placed an order for more.  Construction is also great.  Very Highly recommend.  Fast shipping.  Extremely happy.

",0,11-Aug-20,,p,"

  This is the first mask that I have purchased that fits perfectly and you can breathe.  I love it because it is ""Large"" and fits a man's face.  I have purchased a lot of masks and this is the most outstanding one ever.  I just placed an order for more.  Construction is also great.  Very Highly recommend.  Fast shipping.  Extremely happy.

"
353,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  So far among the 5 different types of masks I have used, this one stands out as the best and most comfortable that I have found. While I cannot attest to the filtering efficiency of the mask, this is the only one that would be acceptable in an outdoor environment during the summer. It is soft, breathable, light weight and durable and makes wearing much less of a pain. I can see why it is a top choice and would recommend it to anyone looking for a mask.

",0,10-Aug-20,,n,"

  So far among the 5 different types of masks I have used, this one stands out as the best and most comfortable that I have found. While I cannot attest to the filtering efficiency of the mask, this is the only one that would be acceptable in an outdoor environment during the summer. It is soft, breathable, light weight and durable and makes wearing much less of a pain. I can see why it is a top choice and would recommend it to anyone looking for a mask.

"
354,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Very very comfortable masks. They look very nice and feel very nice and soft. I hate wearing, cheap or small masks that are not breathable but these were great.The only downside was I ordered them a bit TOO BIG for me so now there's all this space at the front. But I gifted the other two I wouldn't be using and they loved them!

",0,6-Oct-20,,p,"

  Very very comfortable masks. They look very nice and feel very nice and soft. I hate wearing, cheap or small masks that are not breathable but these were great.The only downside was I ordered them a bit TOO BIG for me so now there's all this space at the front. But I gifted the other two I wouldn't be using and they loved them!

"
355,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  easier to breathe with than others I have used.

",4,29-Jun-20,,p,"

  easier to breathe with than others I have used.

"
356,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  With our family being very careful during this pandemic, I have ordered different masks for us to wear for grocery trips, etc. This mask feels great for about 3 minutes, but it is SO hot...for me, unwearable for more than 5 minutes. Too bad, since it looks and feels nice....both my son and husband agree, it’s like wearing a ski mask :(

",0,27-Jul-20,,p,"

  With our family being very careful during this pandemic, I have ordered different masks for us to wear for grocery trips, etc. This mask feels great for about 3 minutes, but it is SO hot...for me, unwearable for more than 5 minutes. Too bad, since it looks and feels nice....both my son and husband agree, it’s like wearing a ski mask :(

"
357,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",3,"

  Cloth is very soft and it would have been a good fit. The elastic is already way too stretched out and they have not even been worn yet. I tried it on my 8 year old and my 5 year old. If it was made with high quality elastic the fit would be great. On one of the elastic bands it’s already tearing and we just opened the package.

",0,4-Oct-20,,n,"

  Cloth is very soft and it would have been a good fit. The elastic is already way too stretched out and they have not even been worn yet. I tried it on my 8 year old and my 5 year old. If it was made with high quality elastic the fit would be great. On one of the elastic bands it’s already tearing and we just opened the package.

"
358,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  The pamphlet in the packaging says it is made of a 100% polyester outer layer, 65% polyester/35% cotton middle, and 65% polyester/35 % cotton with ""agion"" antimicrobial agent inner layer.Googling agion, it seems to be some type of silver and copper particle formulation that has antimicrobial properties. Not to concerned with that, just happy to have a mask that has a water repellent outer layer, and a more absorbant inner layer that is easily breathable, fits well to my face, and is comfortable.I ordered the large size and I think i have a fairly typical sized adult male face, maybe a little on the small side if anything, and the mask fits pretty well. Maybe could be just a tiny bit bigger, so if you think you have a large face, xl would probably be best.

",0,20-Sep-20,,p,"

  The pamphlet in the packaging says it is made of a 100% polyester outer layer, 65% polyester/35% cotton middle, and 65% polyester/35 % cotton with ""agion"" antimicrobial agent inner layer.Googling agion, it seems to be some type of silver and copper particle formulation that has antimicrobial properties. Not to concerned with that, just happy to have a mask that has a water repellent outer layer, and a more absorbant inner layer that is easily breathable, fits well to my face, and is comfortable.I ordered the large size and I think i have a fairly typical sized adult male face, maybe a little on the small side if anything, and the mask fits pretty well. Maybe could be just a tiny bit bigger, so if you think you have a large face, xl would probably be best.

"
359,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Ok masks, but very basic, only to be used in a pinch. No filter pocket, no adjusters for the ear loops, not even a nose wire.  I have small, slender face, I was worried at first they were a little too big. They kinda fit ok, but I would feel way more comfortable with a nose wire, since that's where the gaps are.

",0,5-Oct-20,,p,"

  Ok masks, but very basic, only to be used in a pinch. No filter pocket, no adjusters for the ear loops, not even a nose wire.  I have small, slender face, I was worried at first they were a little too big. They kinda fit ok, but I would feel way more comfortable with a nose wire, since that's where the gaps are.

"
360,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I have been through many a mask and so many just do not cover from under the chin to high on the nose.  This one does.  The only down side is there is no metal pinch for the nose.  I will come up with something to insert into it because I would really like a tight fit on the top of the nose.  That being said they are great masks.

",0,9-Aug-20,,p,"

  I have been through many a mask and so many just do not cover from under the chin to high on the nose.  This one does.  The only down side is there is no metal pinch for the nose.  I will come up with something to insert into it because I would really like a tight fit on the top of the nose.  That being said they are great masks.

"
361,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  These masks are excellent quality. They fit well, offer excellent coverage, they're well made, and they wash very well in hot water. They are comfortable to wear and breathable. Not the cheapest option out there, but not the waste of money some other make turned out to be. We'll likely buy more in our next round of mask buying.

",0,14-Aug-20,,n,"

  These masks are excellent quality. They fit well, offer excellent coverage, they're well made, and they wash very well in hot water. They are comfortable to wear and breathable. Not the cheapest option out there, but not the waste of money some other make turned out to be. We'll likely buy more in our next round of mask buying.

"
362,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  It’s a good quality mask. The biggest drawback is the heat. This mask does not breathe. I understand that a mask is safer if it contains your breath as much as possible without suffocating you — which this mask does well. But my goodness does it get hot! I’ll be using this as my “winter” mask. It’s no good in 90°F heat.

",0,8-Sep-20,,p,"

  It’s a good quality mask. The biggest drawback is the heat. This mask does not breathe. I understand that a mask is safer if it contains your breath as much as possible without suffocating you — which this mask does well. But my goodness does it get hot! I’ll be using this as my “winter” mask. It’s no good in 90°F heat.

"
363,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  Bought the mask specifically for my husband with a beard. All other masks have been to tight, uncomfortable and pull terribly on his ears. This mask (in extra large) fits great, is well made, and the material is soft and breathable. Great product for the price as well.

",1,1-Jul-20,,p,"

  Bought the mask specifically for my husband with a beard. All other masks have been to tight, uncomfortable and pull terribly on his ears. This mask (in extra large) fits great, is well made, and the material is soft and breathable. Great product for the price as well.

"
364,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  Product came quickly and just in time because I was running low on disposable mask.These mask are really comfortable, don't pull on my ears like others and don't fog upy glasses (as much) as others.Serves their purpose and lightweight...I recommend.NOT a surgical mask like they stated.

",0,22-Sep-20,,p,"

  Product came quickly and just in time because I was running low on disposable mask.These mask are really comfortable, don't pull on my ears like others and don't fog upy glasses (as much) as others.Serves their purpose and lightweight...I recommend.NOT a surgical mask like they stated.

"
365,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Nice mask...except for one critical thing.  There's no bendable strip at the top to make the top of the mask fit snugly across the cheeks and nose bridge.  As a result, there's a gap which allows your breath to escape and air to be inhaled.  It defeats the purpose of COVID protection and, thus, is a waste of money.

",0,15-Sep-20,,p,"

  Nice mask...except for one critical thing.  There's no bendable strip at the top to make the top of the mask fit snugly across the cheeks and nose bridge.  As a result, there's a gap which allows your breath to escape and air to be inhaled.  It defeats the purpose of COVID protection and, thus, is a waste of money.

"
366,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  This is my 5th mask ive ordered and tried for my wife and I. Im done looking thank god. Very comfortable. Love that the ear loops dont drag your ears out like Dumbo. Soft material and very breathable. Price is also great for 3 masks. Get this mask. You wont be disappointed.

",1,16-Aug-20,,n,"

  This is my 5th mask ive ordered and tried for my wife and I. Im done looking thank god. Very comfortable. Love that the ear loops dont drag your ears out like Dumbo. Soft material and very breathable. Price is also great for 3 masks. Get this mask. You wont be disappointed.

"
367,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  I was pleasantly surprised by the fit and comfort of the XL mask over the regular sized masks I wore previously. I sport a full beard which makes a reg fit mask an issue.

",1,11-Aug-20,,p,"

  I was pleasantly surprised by the fit and comfort of the XL mask over the regular sized masks I wore previously. I sport a full beard which makes a reg fit mask an issue.

"
368,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",2,"

  This is a good mask. I got this size for my hubby who is a big man, fits well &  is much better than the typical hospital type. I Would recommend it.  It still can cause your glasses to fog up.

",1,9-Jun-20,,n,"

  This is a good mask. I got this size for my hubby who is a big man, fits well &  is much better than the typical hospital type. I Would recommend it.  It still can cause your glasses to fog up.

"
369,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Was hoping I was going to like these. I got the large.  I'm average size adult male. The face mask itself is good nice and soft material. Good to breath in. Then there is the problem with the earbands. There too tight and not made out of soft material. Kinda like a rough hair tie. These would have been good if earbands were adjustable or loose and made out of soft material. I thought about maybe if I went xl size might not be as tight. But still not happy with the earbands how there made hurts back of my ears. Going in the trash as I will find better ones.

",0,20-Sep-20,,p,"

  Was hoping I was going to like these. I got the large.  I'm average size adult male. The face mask itself is good nice and soft material. Good to breath in. Then there is the problem with the earbands. There too tight and not made out of soft material. Kinda like a rough hair tie. These would have been good if earbands were adjustable or loose and made out of soft material. I thought about maybe if I went xl size might not be as tight. But still not happy with the earbands how there made hurts back of my ears. Going in the trash as I will find better ones.

"
370,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I purchased the smallest size of this mask for my kids ages 4 to 12.  The bands that go aroudn the ears barely fit tight enough around my 12 year old.  My other kids cannot wear these as they do not stay on.  The cloth is nice, and they seem decent in quality, but the size is compeltely inaccurate due to the ear bands.

",0,21-Aug-20,,p,"

  I purchased the smallest size of this mask for my kids ages 4 to 12.  The bands that go aroudn the ears barely fit tight enough around my 12 year old.  My other kids cannot wear these as they do not stay on.  The cloth is nice, and they seem decent in quality, but the size is compeltely inaccurate due to the ear bands.

"
371,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Hands down the nicest mask I’ve found. Comfortable and not made of cheap materials. This isn’t your typical homemade mask people sell made from old t shirts. This is a nice polyester outer layer and soft inner layer. Breaths very nicely and doesn’t touch your lips when you talk. I’m going to order another 3 pack so I have spares.

",0,26-Jul-20,,p,"

  Hands down the nicest mask I’ve found. Comfortable and not made of cheap materials. This isn’t your typical homemade mask people sell made from old t shirts. This is a nice polyester outer layer and soft inner layer. Breaths very nicely and doesn’t touch your lips when you talk. I’m going to order another 3 pack so I have spares.

"
372,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I measured my kids' faces and went with medium which says youth/adult small. It is way too big for both. The larger kid is 5'1"" and 105 lbs and it gapes hugely at the nose. The smaller kid whose measurements still led me to buy these, it falls right off the nose. The biggest issue  appears to be the ear loops which feel flipsy and elastic but without any tension there. I guess they fit me, a grown (large) woman ok. I will say they feel very comfortable but I am not sure I have full confidence it won't fall down - it has a looseness and I don't like the loose fit around the nose (again, on me)

",0,11-Aug-20,,p,"

  I measured my kids' faces and went with medium which says youth/adult small. It is way too big for both. The larger kid is 5'1"" and 105 lbs and it gapes hugely at the nose. The smaller kid whose measurements still led me to buy these, it falls right off the nose. The biggest issue  appears to be the ear loops which feel flipsy and elastic but without any tension there. I guess they fit me, a grown (large) woman ok. I will say they feel very comfortable but I am not sure I have full confidence it won't fall down - it has a looseness and I don't like the loose fit around the nose (again, on me)

"
373,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I’ve ordered a bazillion masks trying to find a type that fit my 10 year old daughter properly AND she likes to wear.  These masks have been the absolute best!  They fit perfectly, are really soft, and have enough layers to be safe. I also ordered a larger size in black for my son and those were winners too.  In both instances the ear loops were a tad long, but I tied little knots in them and they are perfect.  I definitely recommend these!

",0,19-Sep-20,,p,"

  I’ve ordered a bazillion masks trying to find a type that fit my 10 year old daughter properly AND she likes to wear.  These masks have been the absolute best!  They fit perfectly, are really soft, and have enough layers to be safe. I also ordered a larger size in black for my son and those were winners too.  In both instances the ear loops were a tad long, but I tied little knots in them and they are perfect.  I definitely recommend these!

"
374,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  I have a beard and wide face and this mask fit quite nicely.  I was able to wear for a couple hours over several errands.  This is the first mask I have tried that I would recommend.

",1,27-Jun-20,,p,"

  I have a beard and wide face and this mask fit quite nicely.  I was able to wear for a couple hours over several errands.  This is the first mask I have tried that I would recommend.

"
375,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  I bought these for myself and my father-in-law after my wife ordered some others that were too small for us.  I am clean-shaven but he has a beard.The masks are made from a soft, flexible, and breathable material and are the right size for the average adult male as they fit both of us.  They also hold their shape well after washing with soap and water.My father-in-law was happy that they these masks soft and flexible and fit well around his beard without leaving any gaps.  I will definitely consider buying these again when these wear out over time from from having to wash each time to ensure they remain sterile.

",0,23-Aug-20,,p,"

  I bought these for myself and my father-in-law after my wife ordered some others that were too small for us.  I am clean-shaven but he has a beard.The masks are made from a soft, flexible, and breathable material and are the right size for the average adult male as they fit both of us.  They also hold their shape well after washing with soap and water.My father-in-law was happy that they these masks soft and flexible and fit well around his beard without leaving any gaps.  I will definitely consider buying these again when these wear out over time from from having to wash each time to ensure they remain sterile.

"
376,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Great for men with beards. I purchase this for my hubby and he loves it. The blue standard masks would rise up with his beard or would snap off my the ears. This is a great alternative: The only negative thing I have to say is that it flaps in / moves as you inhale and exhale and when you hand wash it the dye bleeds a lot.

",0,24-Jul-20,,p,"

  Great for men with beards. I purchase this for my hubby and he loves it. The blue standard masks would rise up with his beard or would snap off my the ears. This is a great alternative: The only negative thing I have to say is that it flaps in / moves as you inhale and exhale and when you hand wash it the dye bleeds a lot.

"
377,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",4,"

  I really liked how this mask didn't hurt my ears (finally!!). It stays in place pretty well, and bc the cloth extends over more of your face, the elastic straps don't tug on my ears.It's also super soft. This is the first mask I've worn that I forgot I was wearing. (I've tried at least five before this one.) I also wear glasses, they do fog up slightly the first couple hours, but after that I haven't noticed any fogging. (Maybe I don't wear it properly, and eventually the mask adjusts to fit better?)  Overall, I'm very happy I kept looking for a better mask, as not wearing one isn't an option.

",0,28-Jul-20,,p,"

  I really liked how this mask didn't hurt my ears (finally!!). It stays in place pretty well, and bc the cloth extends over more of your face, the elastic straps don't tug on my ears.It's also super soft. This is the first mask I've worn that I forgot I was wearing. (I've tried at least five before this one.) I also wear glasses, they do fog up slightly the first couple hours, but after that I haven't noticed any fogging. (Maybe I don't wear it properly, and eventually the mask adjusts to fit better?)  Overall, I'm very happy I kept looking for a better mask, as not wearing one isn't an option.

"
378,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  Have to wear mask at work and the mask they hand out you cant breathe in inside the building. Looking for a mask that didnt Fogg up my safety glasses and one I could breathe in at work. Just got these mask yesterday and they washed good I was worried on that from some reviews.  So far so good. I would recommend this product

",0,11-Aug-20,,p,"

  Have to wear mask at work and the mask they hand out you cant breathe in inside the building. Looking for a mask that didnt Fogg up my safety glasses and one I could breathe in at work. Just got these mask yesterday and they washed good I was worried on that from some reviews.  So far so good. I would recommend this product

"
379,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",1,"

  I wasn't sure which size to get and while reading the reviews, lots of people recommended the large for adults.  My mistake, they were too large and barely stayed on my face. I constantly had to pull it up and kept fogging up my glasses when I breathed.  I'll have to try the Medium because they are comfortable.

",0,4-Sep-20,,n,"

  I wasn't sure which size to get and while reading the reviews, lots of people recommended the large for adults.  My mistake, they were too large and barely stayed on my face. I constantly had to pull it up and kept fogging up my glasses when I breathed.  I'll have to try the Medium because they are comfortable.

"
380,B088C2WD5F,"EnerPlex Premium 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks for Home Office Work Outdoors - LARGE (3-Pack)",5,"

  These are very comfortable and lightweight. I've gotten many uses out of them, even in 90+ degree weather. The only thing that needs to be said is that I don't think these masks really provide any real protection. They don't have filters or filter pockets but they're very comfortable and convenient. If you need masks just to be in public but aren't particularly concerned with needing n95 protection, then these are a great choice

",0,28-Jul-20,,p,"

  These are very comfortable and lightweight. I've gotten many uses out of them, even in 90+ degree weather. The only thing that needs to be said is that I don't think these masks really provide any real protection. They don't have filters or filter pockets but they're very comfortable and convenient. If you need masks just to be in public but aren't particularly concerned with needing n95 protection, then these are a great choice

"
